id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
3891,38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,0
3892,41,technician,single,tertiary,no,445,yes,no,cellular,17,apr,138,1,267,1,failure,0
3893,50,housemaid,married,secondary,no,34,yes,no,unknown,5,jun,163,1,-1,0,unknown,0
3894,50,management,married,tertiary,no,3191,no,no,unknown,16,jun,535,2,-1,0,unknown,0
3895,46,services,married,primary,no,13118,no,no,cellular,5,aug,414,2,-1,0,unknown,0
3896,38,management,married,tertiary,no,358,no,no,cellular,29,jan,151,2,-1,0,unknown,0
3897,50,management,married,tertiary,no,453,no,yes,unknown,4,jul,608,1,-1,0,unknown,0
3898,32,technician,single,secondary,no,-420,no,no,cellular,22,aug,586,2,-1,0,unknown,0
3899,46,management,married,tertiary,no,197,no,no,cellular,20,nov,118,4,-1,0,unknown,0
3900,32,blue-collar,married,primary,no,902,yes,no,unknown,27,may,106,2,-1,0,unknown,0
3901,40,technician,divorced,tertiary,no,1082,no,no,cellular,4,feb,264,1,-1,0,unknown,0
3902,26,technician,single,tertiary,no,291,no,yes,cellular,8,jul,393,1,-1,0,unknown,0
3903,33,unemployed,married,tertiary,no,3335,no,no,cellular,15,jun,92,1,301,6,failure,0
3904,62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success,1
3905,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,0
3906,44,technician,married,secondary,no,1879,yes,no,cellular,11,aug,88,4,-1,0,unknown,0
3907,52,management,married,tertiary,no,1111,no,no,unknown,5,jun,17,1,-1,0,unknown,0
3908,29,management,married,tertiary,no,204,yes,no,cellular,5,feb,307,2,-1,0,unknown,0
3909,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,other,1
3910,34,blue-collar,single,secondary,no,0,yes,no,cellular,20,apr,525,1,-1,0,unknown,0
3911,45,services,married,secondary,no,972,yes,no,cellular,8,may,343,1,282,3,failure,0
3912,51,technician,married,secondary,no,19,no,yes,cellular,8,aug,160,4,-1,0,unknown,0
3913,45,blue-collar,married,unknown,no,5640,yes,no,telephone,31,jul,18,9,-1,0,unknown,0
3914,65,retired,married,secondary,no,2,no,no,cellular,14,apr,450,1,-1,0,unknown,1
3915,45,admin.,married,secondary,no,935,yes,yes,unknown,28,may,22,7,-1,0,unknown,0
3916,32,admin.,married,secondary,no,1078,yes,no,cellular,16,apr,177,1,-1,0,unknown,0
3917,35,admin.,married,tertiary,no,221,yes,yes,cellular,3,feb,142,2,-1,0,unknown,0
3918,32,management,single,tertiary,no,1613,no,no,cellular,30,mar,253,2,129,5,failure,0
3919,29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,376,2,229,3,other,0
3920,57,management,married,tertiary,no,29,no,yes,cellular,16,jul,294,1,-1,0,unknown,0
3921,41,management,divorced,tertiary,no,1064,no,no,cellular,25,aug,81,4,-1,0,unknown,0
3922,55,management,married,unknown,no,559,no,no,cellular,28,jan,271,2,-1,0,unknown,0
3923,26,admin.,single,secondary,no,-14,no,no,cellular,31,jul,9,31,-1,0,unknown,0
3924,45,technician,single,secondary,no,52,no,yes,unknown,2,jul,79,3,-1,0,unknown,0
3925,53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,99,1,-1,0,unknown,0
3926,44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,252,1,other,0
3927,34,services,married,secondary,no,-508,yes,no,unknown,20,may,309,2,-1,0,unknown,0
3928,41,unemployed,married,primary,no,183,yes,no,cellular,29,jul,271,1,-1,0,unknown,0
3929,47,admin.,married,tertiary,no,1979,no,no,cellular,18,aug,207,6,-1,0,unknown,0
3930,32,management,married,tertiary,no,958,yes,no,telephone,17,jul,151,1,-1,0,unknown,0
3931,43,admin.,married,secondary,no,388,yes,no,cellular,19,nov,111,2,-1,0,unknown,0
3932,57,blue-collar,married,secondary,no,0,no,yes,cellular,9,jul,45,1,-1,0,unknown,0
3933,40,technician,married,secondary,no,-496,no,no,telephone,28,jul,22,2,-1,0,unknown,0
3934,47,services,married,secondary,no,0,yes,no,cellular,9,jul,173,1,-1,0,unknown,0
3935,33,admin.,married,secondary,no,394,yes,no,telephone,1,sep,104,3,-1,0,unknown,0
3936,28,admin.,single,primary,no,25,yes,no,cellular,18,may,296,2,-1,0,unknown,0
3937,41,services,married,secondary,no,115,yes,yes,cellular,19,nov,299,2,-1,0,unknown,0
3938,32,blue-collar,single,secondary,no,259,yes,no,cellular,8,may,158,3,354,1,failure,0
3939,55,technician,married,secondary,no,303,no,yes,cellular,13,aug,261,2,-1,0,unknown,0
3940,28,technician,married,tertiary,no,739,yes,no,cellular,21,jul,316,1,-1,0,unknown,0
3941,54,entrepreneur,married,secondary,yes,401,yes,no,cellular,11,may,341,1,-1,0,unknown,0
3942,47,admin.,married,secondary,no,310,yes,yes,telephone,14,aug,128,6,-1,0,unknown,0
3943,37,self-employed,married,secondary,no,215,yes,no,unknown,6,jun,61,1,-1,0,unknown,0
3944,30,technician,married,secondary,no,42,no,no,cellular,28,aug,140,3,-1,0,unknown,0
3945,45,blue-collar,married,primary,no,1951,no,no,cellular,12,aug,73,2,-1,0,unknown,0
3946,48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,unknown,0
3947,33,admin.,divorced,secondary,no,661,yes,no,cellular,4,may,90,4,167,3,failure,0
3948,32,blue-collar,married,secondary,no,491,yes,no,unknown,8,may,223,2,-1,0,unknown,0
3949,35,services,married,secondary,no,74,yes,no,unknown,27,may,112,1,-1,0,unknown,0
3950,30,blue-collar,single,secondary,no,959,yes,no,cellular,7,may,375,1,-1,0,unknown,0
3951,59,unemployed,divorced,secondary,no,7469,no,no,cellular,22,feb,287,1,130,1,failure,0
3952,57,blue-collar,married,unknown,no,1463,no,no,cellular,8,aug,163,2,-1,0,unknown,0
3953,33,blue-collar,single,secondary,no,185,yes,no,cellular,13,may,298,1,-1,0,unknown,0
3954,33,blue-collar,single,secondary,no,307,yes,no,unknown,5,may,309,2,-1,0,unknown,0
3955,50,management,married,tertiary,no,19447,yes,yes,cellular,21,nov,166,1,-1,0,unknown,0
3956,56,services,divorced,secondary,no,935,no,no,cellular,2,jun,136,1,96,3,failure,0
3957,28,blue-collar,single,secondary,no,61,yes,no,cellular,14,may,428,3,-1,0,unknown,0
3958,37,services,married,secondary,no,343,yes,yes,cellular,7,may,104,1,304,7,failure,0
3959,33,services,married,secondary,no,-384,yes,no,cellular,9,jul,125,1,-1,0,unknown,0
3960,45,blue-collar,married,primary,no,85,yes,no,unknown,8,may,162,1,-1,0,unknown,0
3961,38,management,married,secondary,no,794,yes,no,unknown,6,jun,50,3,-1,0,unknown,0
3962,43,housemaid,married,primary,no,685,no,no,cellular,28,aug,77,7,-1,0,unknown,0
3963,42,blue-collar,married,secondary,no,3068,yes,yes,cellular,11,may,429,2,-1,0,unknown,0
3964,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,-1,0,unknown,0
3965,35,blue-collar,married,secondary,no,876,yes,no,cellular,20,apr,318,1,-1,0,unknown,0
3966,59,housemaid,married,primary,no,495,no,no,unknown,5,jun,150,2,-1,0,unknown,0
3967,45,technician,single,secondary,no,792,no,no,cellular,19,nov,111,5,-1,0,unknown,0
3968,28,blue-collar,married,primary,no,-469,yes,no,cellular,8,jul,244,3,-1,0,unknown,0
3969,54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,0
3970,28,admin.,single,secondary,no,-126,no,yes,cellular,8,jul,360,4,-1,0,unknown,0
3971,46,services,married,secondary,no,198,no,yes,unknown,5,jun,49,1,-1,0,unknown,0
3972,37,blue-collar,single,secondary,no,3764,no,no,unknown,16,jun,431,1,-1,0,unknown,0
3973,22,student,single,unknown,no,1215,no,no,cellular,11,aug,154,1,-1,0,unknown,0
3974,43,unemployed,married,primary,no,-178,yes,no,unknown,9,may,191,2,-1,0,unknown,0
3975,37,management,married,tertiary,no,975,yes,yes,cellular,21,nov,69,9,-1,0,unknown,0
3976,38,blue-collar,married,primary,no,447,yes,no,cellular,13,may,699,1,-1,0,unknown,0
3977,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,-1,0,unknown,0
3978,55,unemployed,married,primary,no,1221,no,yes,cellular,8,jul,108,1,-1,0,unknown,0
3979,36,self-employed,single,tertiary,no,1240,no,no,cellular,31,jul,812,3,-1,0,unknown,1
3980,31,admin.,single,secondary,no,150,yes,yes,unknown,13,may,431,2,-1,0,unknown,0
3981,41,technician,married,secondary,no,1788,no,no,cellular,28,aug,222,1,-1,0,unknown,0
3982,57,management,divorced,unknown,no,0,no,no,cellular,27,mar,102,1,-1,0,unknown,0
3983,33,technician,married,secondary,no,0,no,no,cellular,20,aug,113,4,-1,0,unknown,0
3984,57,retired,married,primary,no,13,yes,no,cellular,13,may,164,2,366,2,failure,0
3985,38,technician,married,secondary,no,284,yes,no,unknown,6,may,483,1,-1,0,unknown,0
3986,55,blue-collar,married,secondary,no,831,yes,no,unknown,14,may,144,1,-1,0,unknown,0
3987,53,blue-collar,married,secondary,no,913,yes,no,cellular,7,may,213,1,288,1,failure,0
3988,26,blue-collar,single,secondary,no,7475,yes,no,cellular,7,may,204,1,-1,0,unknown,0
3989,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,0
3990,51,entrepreneur,divorced,unknown,no,-57,yes,no,unknown,29,may,175,1,-1,0,unknown,0
3991,48,blue-collar,married,secondary,no,1039,yes,no,cellular,17,nov,581,1,-1,0,unknown,0
3992,30,entrepreneur,married,primary,no,386,yes,no,cellular,15,may,253,4,-1,0,unknown,0
3993,54,technician,married,secondary,no,415,yes,no,unknown,19,jun,34,31,-1,0,unknown,0
3994,53,unemployed,married,primary,no,980,yes,no,cellular,3,dec,352,1,-1,0,unknown,1
3995,42,technician,married,secondary,no,4466,no,no,cellular,17,nov,158,2,-1,0,unknown,0
3996,48,self-employed,married,secondary,no,1559,no,no,cellular,4,feb,130,2,-1,0,unknown,0
3997,51,technician,married,secondary,no,1446,yes,no,unknown,4,jun,84,7,-1,0,unknown,0
3998,31,management,single,tertiary,no,83,no,no,cellular,4,aug,144,2,-1,0,unknown,0
3999,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,-1,0,unknown,0
4000,50,admin.,married,secondary,no,697,no,no,cellular,14,aug,118,4,-1,0,unknown,0
4001,47,management,married,tertiary,no,60,no,no,unknown,2,jun,282,7,-1,0,unknown,0
4002,48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,0
4003,34,technician,married,secondary,no,550,no,yes,cellular,9,jul,601,1,-1,0,unknown,0
4004,43,blue-collar,single,secondary,no,276,yes,no,cellular,14,may,33,6,-1,0,unknown,0
4005,33,services,single,secondary,no,91,no,yes,unknown,28,may,376,3,-1,0,unknown,0
4006,33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,-1,0,unknown,0
4007,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown,0
4008,25,technician,married,secondary,no,-559,yes,no,cellular,14,jul,189,3,-1,0,unknown,0
4009,44,blue-collar,single,secondary,no,0,no,no,cellular,20,apr,133,1,-1,0,unknown,1
4010,40,technician,married,secondary,no,296,no,no,cellular,31,jul,253,2,-1,0,unknown,0
4011,23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown,0
4012,34,blue-collar,single,secondary,no,0,yes,no,cellular,10,jul,307,1,-1,0,unknown,0
4013,52,blue-collar,married,primary,no,2144,yes,no,unknown,30,may,60,1,-1,0,unknown,0
4014,36,services,divorced,secondary,no,-194,no,no,cellular,25,jul,83,2,-1,0,unknown,0
4015,35,admin.,married,secondary,no,404,yes,no,unknown,29,may,539,1,-1,0,unknown,1
4016,36,self-employed,married,tertiary,no,15,yes,no,unknown,28,may,64,4,-1,0,unknown,0
4017,28,student,married,tertiary,no,327,yes,no,cellular,15,may,104,3,-1,0,unknown,0
4018,36,admin.,single,secondary,no,11174,yes,no,cellular,15,apr,953,1,-1,0,unknown,1
4019,30,management,single,tertiary,no,2419,no,yes,cellular,5,jun,213,2,-1,0,unknown,0
4020,44,blue-collar,single,secondary,no,-215,yes,no,unknown,27,may,163,2,-1,0,unknown,0
4021,53,blue-collar,married,primary,no,241,yes,no,cellular,16,apr,1410,1,325,2,failure,0
4022,35,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,-1,0,unknown,0
4023,32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,may,87,4,357,4,failure,0
4024,36,blue-collar,married,unknown,no,-417,yes,no,unknown,27,may,597,3,-1,0,unknown,0
4025,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,0
4026,45,services,married,secondary,no,22,yes,no,unknown,8,may,209,3,-1,0,unknown,0
4027,37,management,married,secondary,no,676,no,no,telephone,18,nov,217,2,-1,0,unknown,0
4028,50,entrepreneur,married,tertiary,no,5420,yes,no,cellular,17,nov,73,1,-1,0,unknown,0
4029,48,technician,married,tertiary,no,310,no,no,unknown,6,may,135,1,-1,0,unknown,0
4030,44,services,married,secondary,no,-627,yes,no,unknown,26,may,373,2,-1,0,unknown,0
4031,32,admin.,married,secondary,no,193,yes,no,unknown,16,may,294,4,-1,0,unknown,0
4032,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,-1,0,unknown,1
4033,34,admin.,single,secondary,no,280,no,no,cellular,8,jul,86,2,-1,0,unknown,0
4034,35,blue-collar,married,primary,no,2878,yes,no,cellular,18,nov,140,2,-1,0,unknown,0
4035,40,entrepreneur,married,primary,no,4674,no,no,unknown,5,jun,160,2,-1,0,unknown,0
4036,59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,0
4037,46,housemaid,single,tertiary,no,3232,no,no,telephone,15,jun,94,2,-1,0,unknown,0
4038,38,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,0
4039,40,services,married,secondary,no,664,yes,yes,cellular,18,may,29,5,-1,0,unknown,0
4040,50,management,married,tertiary,no,4,yes,yes,telephone,17,nov,105,3,-1,0,unknown,0
4041,62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,1
4042,33,technician,single,secondary,no,80,no,no,cellular,22,aug,572,2,-1,0,unknown,0
4043,33,management,married,tertiary,no,3363,yes,yes,cellular,13,aug,158,1,-1,0,unknown,0
4044,35,services,single,secondary,no,49,no,no,cellular,30,jan,346,1,-1,0,unknown,0
4045,41,management,divorced,tertiary,no,3426,no,no,cellular,1,oct,302,1,119,5,success,0
4046,36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,1
4047,31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,unknown,0
4048,42,services,married,unknown,no,-416,no,yes,cellular,29,jul,147,5,-1,0,unknown,0
4049,37,services,divorced,secondary,no,9,yes,yes,unknown,17,jun,411,6,-1,0,unknown,0
4050,55,management,divorced,tertiary,no,29484,no,no,cellular,20,nov,151,2,-1,0,unknown,0
4051,45,self-employed,married,unknown,no,-257,no,no,unknown,16,may,448,2,-1,0,unknown,0
4052,58,retired,divorced,unknown,no,5920,yes,no,cellular,21,nov,96,1,121,1,failure,0
4053,53,management,married,primary,no,-421,yes,no,unknown,26,may,543,4,-1,0,unknown,0
4054,46,admin.,married,primary,no,-335,yes,no,unknown,3,jun,272,1,-1,0,unknown,0
4055,21,management,single,tertiary,no,243,no,yes,cellular,17,jun,181,2,-1,0,unknown,0
4056,74,retired,married,secondary,no,935,no,no,cellular,5,may,226,1,99,2,failure,1
4057,56,blue-collar,single,primary,no,39,yes,no,telephone,8,may,191,2,347,5,failure,0
4058,38,blue-collar,single,secondary,no,4860,yes,no,cellular,7,may,130,1,-1,0,unknown,0
4059,60,retired,married,primary,no,1664,yes,no,unknown,4,jun,142,2,-1,0,unknown,0
4060,46,blue-collar,divorced,secondary,no,2441,no,no,unknown,19,jun,217,2,-1,0,unknown,0
4061,40,technician,married,primary,no,284,yes,no,cellular,20,apr,1332,2,-1,0,unknown,1
4062,56,entrepreneur,single,unknown,no,2351,no,no,unknown,18,jun,15,1,-1,0,unknown,0
4063,33,services,married,secondary,no,0,no,yes,cellular,8,jul,285,1,-1,0,unknown,0
4064,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,113,2,-1,0,unknown,0
4065,30,technician,married,secondary,no,1099,yes,no,cellular,5,feb,232,1,-1,0,unknown,0
4066,53,blue-collar,married,primary,no,901,no,yes,telephone,30,jan,1431,2,-1,0,unknown,0
4067,51,entrepreneur,married,tertiary,no,3188,yes,yes,cellular,19,nov,339,3,-1,0,unknown,0
4068,35,unemployed,single,secondary,no,221,no,no,cellular,29,jan,374,1,-1,0,unknown,0
4069,44,blue-collar,married,primary,no,1432,yes,yes,unknown,27,may,63,9,-1,0,unknown,0
4070,34,admin.,divorced,secondary,no,0,yes,no,cellular,7,may,323,3,-1,0,unknown,0
4071,29,management,single,tertiary,no,1026,no,no,cellular,12,nov,226,1,92,1,other,1
4072,56,retired,married,secondary,no,1894,yes,no,unknown,15,may,189,1,-1,0,unknown,0
4073,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,1
4074,58,management,married,tertiary,no,299,no,no,cellular,16,jul,120,4,-1,0,unknown,0
4075,31,management,single,tertiary,no,0,no,no,cellular,19,aug,133,2,-1,0,unknown,0
4076,32,admin.,married,secondary,no,2711,no,no,cellular,8,aug,193,1,-1,0,unknown,0
4077,49,unknown,married,tertiary,no,325,no,no,unknown,20,jun,63,15,-1,0,unknown,0
4078,44,services,single,secondary,no,5045,yes,no,cellular,21,nov,20,6,175,15,other,0
4079,41,management,married,primary,no,102,yes,yes,cellular,21,nov,188,1,-1,0,unknown,0
4080,34,blue-collar,married,primary,no,218,yes,yes,unknown,21,may,260,1,-1,0,unknown,0
4081,38,admin.,married,secondary,no,1,yes,no,cellular,11,may,63,7,-1,0,unknown,0
4082,34,technician,married,secondary,no,-255,yes,no,cellular,21,aug,179,2,-1,0,unknown,0
4083,45,services,married,secondary,no,0,no,no,unknown,4,jun,153,6,-1,0,unknown,0
4084,45,services,married,secondary,no,-1036,yes,no,unknown,9,jun,65,17,-1,0,unknown,0
4085,56,management,divorced,tertiary,no,55,no,yes,cellular,25,jul,154,2,-1,0,unknown,0
4086,26,blue-collar,married,secondary,no,2005,yes,no,unknown,27,may,224,3,-1,0,unknown,0
4087,41,blue-collar,married,secondary,yes,-651,yes,yes,unknown,26,may,374,1,-1,0,unknown,0
4088,39,admin.,married,secondary,no,7711,yes,no,cellular,8,jul,289,1,-1,0,unknown,0
4089,28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,0
4090,38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57,5,349,1,other,0
4091,54,blue-collar,married,primary,no,0,yes,no,cellular,12,may,77,4,341,2,failure,0
4092,43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,245,1,-1,0,unknown,0
4093,44,technician,married,secondary,no,2316,yes,no,cellular,10,jul,81,3,-1,0,unknown,0
4094,49,technician,married,tertiary,no,0,yes,no,cellular,21,nov,218,1,-1,0,unknown,0
4095,35,services,married,secondary,no,372,yes,no,cellular,11,jul,230,1,-1,0,unknown,0
4096,31,management,married,tertiary,no,1331,no,no,unknown,5,nov,268,1,-1,0,unknown,1
4097,28,technician,single,secondary,no,289,yes,no,unknown,26,may,83,1,-1,0,unknown,0
4098,42,self-employed,married,tertiary,no,10072,no,no,cellular,16,nov,137,3,208,1,failure,0
4099,27,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown,1
4100,51,management,married,primary,no,192,no,no,unknown,18,jun,129,3,-1,0,unknown,0
4101,39,blue-collar,married,primary,no,70,no,no,unknown,8,may,813,1,-1,0,unknown,1
4102,43,management,married,tertiary,no,0,yes,no,cellular,21,jul,474,1,-1,0,unknown,0
4103,41,technician,married,secondary,no,1822,no,yes,cellular,31,jul,391,1,-1,0,unknown,0
4104,30,student,single,unknown,no,4468,no,no,cellular,2,feb,204,1,-1,0,unknown,1
4105,59,blue-collar,married,secondary,no,0,yes,no,unknown,20,may,217,4,-1,0,unknown,0
4106,37,blue-collar,married,primary,no,587,no,no,unknown,11,jun,126,2,-1,0,unknown,0
4107,36,technician,married,tertiary,no,530,yes,no,cellular,15,may,239,2,-1,0,unknown,0
4108,27,management,single,tertiary,no,1137,yes,no,cellular,8,may,26,1,-1,0,unknown,0
4109,33,blue-collar,married,secondary,no,315,no,no,cellular,4,feb,146,3,-1,0,unknown,1
4110,48,services,single,secondary,no,561,yes,no,cellular,12,may,214,1,358,2,other,0
4111,34,technician,married,secondary,no,650,yes,no,unknown,30,may,184,2,-1,0,unknown,0
4112,34,admin.,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,0
4113,31,blue-collar,married,unknown,no,-120,yes,no,cellular,3,feb,100,3,201,2,failure,0
4114,30,blue-collar,married,secondary,no,-2,yes,no,unknown,9,may,136,2,-1,0,unknown,0
4115,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,1
4116,57,technician,divorced,secondary,no,3043,no,no,cellular,14,aug,707,2,-1,0,unknown,1
4117,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,145,1,-1,0,unknown,0
4118,40,services,divorced,secondary,no,160,no,no,cellular,14,jul,123,3,-1,0,unknown,0
4119,35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,0
4120,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,-1,0,unknown,0
4121,34,technician,single,tertiary,no,2283,no,no,cellular,20,nov,790,1,-1,0,unknown,0
4122,34,management,single,tertiary,no,11350,yes,no,cellular,20,nov,159,1,-1,0,unknown,0
4123,34,services,married,secondary,no,798,yes,no,unknown,2,jun,304,2,-1,0,unknown,0
